brand,product_name,price_with_discount,original_price,discount_percentage,image,link,sub_category,category
EL GURI,Dulce De Batata Con Chocolate El Guri Bar-1-kg,$3.299,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/833615-500-auto?v=638615037671100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-batata-con-chocolate-el-guri-bar-1-kg/p,dulces,quesos-y-fiambres
MANZONI,Dulce De Batata Manzoni 500gr,$3.581,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/443654-500-auto?v=636538350551330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-batata-manzoni-500gr/p,dulces,quesos-y-fiambres
MANZONI,Dulce De Membrillo Manzoni 500 Gr,$3.940,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/180124-500-auto?v=636383390859000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-membrillo-manzoni-500-gr/p,dulces,quesos-y-fiambres
MANZONI,Dulce De Batata Manzoni Con Chocolate 500 Gr,$3.581,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/422136-500-auto?v=636481026297270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-batata-manzoni-con-chocolate-500-gr/p,dulces,quesos-y-fiambres
BENAVIDEZ,Dulce De Membrillo Benavidez 650 Gr,$5.999,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/480875-500-auto?v=636717168170430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-membrillo-benavidez-650-gr/p,dulces,quesos-y-fiambres
LA GIOCONDA,Dulce De Membrillo La Gioconda 700g,$7.899,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/756033-500-auto?v=638025790403430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-membrillo-la-gioconda-700g/p,dulces,quesos-y-fiambres
MANZONI,Dulce De Membrillo Manzoni Light 500 Gr,$4.282,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/192397-500-auto?v=636383531308530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-membrillo-manzoni-light-500-gr/p,dulces,quesos-y-fiambres
MANZONI,Dulce De Batata Manzoni Light Con Vainilla 500 Gr,$4.298,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/443829-500-auto?v=636538352681430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-batata-manzoni-light-con-vainilla-500-gr/p,dulces,quesos-y-fiambres
LA GIOCONDA,Dulce De Batata La Gioconda 700g,$7.699,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/756034-500-auto?v=638025790406570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-batata-la-gioconda-700g/p,dulces,quesos-y-fiambres
LA GIOCONDA,Dulce De Batata Cacao La Gioconda 700g,$7.699,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/756035-500-auto?v=638025790410000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-batata-cacao-la-gioconda-700g/p,dulces,quesos-y-fiambres
MANZONI,Dulce De Zapallo Manzoni X 500 Gr,$4.103,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/422301-500-auto?v=636481028312030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-zapallo-manzoni-x-500-gr/p,dulces,quesos-y-fiambres
ESNAOLA,Postre Dulce De Leche Con Chocolate Esnaola 700 Gr,$9.299,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/836884-500-auto?v=638634802817870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/postre-dulce-de-leche-con-chocolate-esnaola-700-gr/p,dulces,quesos-y-fiambres
ESNAOLA,Dulce De Batata Esnaola Con Vainilla 700 Gr,$6.899,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/836881-500-auto?v=638634802801900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dulce-de-batata-esnaola-con-vainilla-700-gr/p,dulces,quesos-y-fiambres
JUMBO MP,"Pepinos Jumbo 1,55 Kg",$7.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/547692-500-auto?v=637039417133370000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pepinos-jumbo-1-55-kg/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
DEVELEY,"Pepinos Gherkins Develey 1,55 Kg",$7.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/830981-500-auto?v=638593329673130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pepinos-gherkins-develey-1-55-kg/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceituna Verde Nucete Descarozada X120g,$1.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/771424-500-auto?v=638131846218130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceituna-verde-nucete-descarozada-x120g/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CUISINE & CO NBE MP,Aceitunas Descarozadas C&co 300 Gr,$1.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/792035-500-auto?v=638294385781270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-descarozadas-c-co-300-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
LA TOSCANA,Aceitunas La Toscana Verdes Descarozada 300 Gr,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/449498-500-auto?v=636568555176500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-la-toscana-verdes-descarozada-300-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Descarozadas 150 Gr,$2.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/340322-500-auto?v=636439411380200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-descarozadas-150-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Premium Descarozadas 180 Gr,$3.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/515937-500-auto?v=636840264573630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-premium-descarozadas-180-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
DEVELEY,Chucrut Develey680 Ml,$3.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/830984-500-auto?v=638593329685970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/chucrut-develey680-ml/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
JUMBO MP,Pepinos Jumbo Condimentados 670 Gr,$3.150,$4.200,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/181489-500-auto?v=636383413307100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pepinos-jumbo-condimentados-670-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceituna Castell Negra Descarozada 80gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/817423-500-auto?v=638479499023100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceituna-castell-negra-descarozada-80gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CUISINE & CO NBE MP,Aceitunas En Rodajas Cuisine & Co 300 Gr,$1.125,$1.500,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/765707-500-auto?v=638096529964900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-en-rodajas-cuisine-co-300-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Light Descarozadas 180 Gr,$3.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708549-500-auto?v=637922866144500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-light-descarozadas-180-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Alcauciles Castell X220 Fv,$6.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/657738-500-auto?v=637634817310330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/alcauciles-castell-x220-fv/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Verde Descarozadas 80 Gr,$950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708568-500-auto?v=637922866204730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-verde-descarozadas-80-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Verdes En Rodajas 150 Gr,$2.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/339840-500-auto?v=636439395052030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-verdes-en-rodajas-150-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Negras Nucete X120g,$1.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/771432-500-auto?v=638131846237700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-negras-nucete-x120g/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Negras 190 Gr,$900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708570-500-auto?v=637922866210070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-negras-x-190-gr-2/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
DEVELEY,Pepinos Corn Develey 330 Gr,$3.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/830983-500-auto?v=638593329681600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pepinos-corn-develey-330-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Light Negras Descarozadas 180 Gr,$3.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708562-500-auto?v=637922866184570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-light-negras-descarozadas-180-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
DEVELEY,Pepinos Seasoned Develey 670 Gr,$4.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/830980-500-auto?v=638593329651900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pepinos-seasoned-develey-670-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
FRAGATA,Aceitunas Fragata Rellenas Con Anchoas 85 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/505048-500-auto?v=636822678658830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-fragata-rellenas-con-anchoas-85-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
FRAGATA,Aceitunas Fragata Rellenas Con Ajo 85 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/184200-500-auto?v=636383452777800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-fragata-rellenas-con-ajo-85-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Verde 190 Gr,$900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708567-500-auto?v=637922866201770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-verde-190-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Rellenas Morron X120g,$1.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/771433-500-auto?v=638131846240430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-rellenas-morron-x120g/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Rellenas Con Morrón 180 Gr,$2.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/340321-500-auto?v=636439411357570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-rellenas-con-morron-180-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Ajíes Nucete En Vinagre 330 Gr,$3.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708573-500-auto?v=637922866218800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ajies-nucete-en-vinagre-330-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
FRAGATA,Aceitunas Fragata Rellenas Con Salmón 85 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/817400-500-auto?v=638479498941530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-fragata-rellenas-con-salmon-85-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Verdes 180 Gr,$1.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/339921-500-auto?v=636439397707570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-verdes-180-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Rellenas Premium Fco 660 Gr.,$6.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708566-500-auto?v=637922866198930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-rellenas-3/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Verdes Descarozadas 80 Gr,$1.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/339667-500-auto?v=636439388723800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-verdes-descarozadas-80-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CUISINE & CO NBE MP,Aceitunas Con Carozo Cuisine & Co 300 Gr,$1.050,$1.400,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/790025-500-auto?v=638271165736600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-con-carozo-cuisine-co-300-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Verdes Nucete Rodajas X120g,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/771426-500-auto?v=638131846222830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-verdes-nucete-rodajas-x120g/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Verde Descarozada 400gr,$5.850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/779044-500-auto?v=638186494228530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-verde-descarozada-400gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
LA TOSCANA,Aceitunas Verdes Descarozadas La Toscana 330 Gr,$3.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/423396-500-auto?v=636481038087100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-verdes-descarozadas-la-toscana-330-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Rellenas Con Morrón 200 Gr,$3.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708552-500-auto?v=637922866153900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-rellenas-con-morron-200-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
MARVAVIC,Pepinillos Marvavic 000,$4.434,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/546895-500-auto?v=637030771665500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pepinillos-marvavic-000-2/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Negras 200 Gr,$2.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708557-500-auto?v=637922866167800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-negras-200-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Aceitunas Nucete Verdes 200 Gr,$2.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708554-500-auto?v=637922866160000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-nucete-verdes-200-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
LA TOSCANA,Aceitunas Negras La Toscana 330 Gr,$3.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/423399-500-auto?v=636481038097600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-negras-la-toscana-330-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Verdes En Rodajas 80 Gr,$1.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/339881-500-auto?v=636439396383970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-verdes-en-rodajas-80-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
NUCETE,Pickles Nucete En Vinagre 220 Gr,$3.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/708551-500-auto?v=637922866150770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pickles-nucete-en-vinagre-220-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
LA TOSCANA,Aceitunas La Toscana Verdes Con Carozo 300 Gr,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/449497-500-auto?v=636568555172230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-la-toscana-verdes-con-carozo-300-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
VANOLI,Pickles Vanoli En Vinagre 300gr,$1.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/820916-500-auto?v=638503475281130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pickles-vanoli-en-vinagre-300gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Aceitunas Castell Verdes 100 Gr,$1.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/340317-500-auto?v=636439411273430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-castell-verdes-100-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
VANOLI,Pickles Vanoli Fco- 250 Gr,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/820919-500-auto?v=638503475303000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pickles-vanoli-fco-250-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CRISTO DE LOS CERROS,Berenjenas En Escabeche Cristo De Los Cerros X,$9.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/706917-500-auto?v=637914226157770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/berenjenas-en-escabeche-cristo-de-los-cerros-x/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
FRAGATA,Aceitunas Fragata Rellenas Con Alcaparras 85 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/184201-500-auto?v=636383452785730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-fragata-rellenas-con-alcaparras-85-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
FERMENTOS AGROECOLOGICOS,Chucrut Fermentos Agroecologicos X310gr,$7.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/757709-500-auto?v=638031863402570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/chucrut-fermentos-agroecologicos-x310gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
FRAGATA,Aceitunas Fragata Rellenas Con Ají Jalapeño 85 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/817401-500-auto?v=638479498945270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-fragata-rellenas-con-aji-jalapeno-85-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
CASTELL,Pepino Castell Agr 220g,$11.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/817409-500-auto?v=638479498972870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pepino-castell-agr-220g/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
VANOLI,Aceitunas Vanoli Verdes Rellenas X 360 Gr,$3.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/820910-500-auto?v=638503475229930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-vanoli-verdes-rellenas-x-360-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
FRAGATA,Aceitunas Fragata Rellenas Con Atún 85 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/184211-500-auto?v=636383452878200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-fragata-rellenas-con-atun-85-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
LA TOSCANA,Aceitunas La Toscana Negras Con Carozo 270 Gr,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/547982-500-auto?v=637043304401230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-la-toscana-negras-con-carozo-270-gr/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
LA SIERRITA,Aceitunas Verdes La Sierrita Pote,$8.890,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/822743-500-auto?v=638508243200400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceitunas-verdes-la-sierrita-pote/p,encurtidos-aceitunas-y-pickles,quesos-y-fiambres
